text,tag,split
"Den som vill att kammaren bifaller civilutskottets hemställan i betänkandet nr 33 punkten 13 röstar ja,",note,val
den det ej vill röstar nej.,note,test
Vinner nej har kammaren bifallit reservationen nr 5 av herrar Wennerfors och Adolfsson.,note,train
Vid omröstning genom uppresning förklarades flertalet av kammarens ledamöter ha röstat för ja-propositionen. Då herr Adolfsson begärde rösträkning verkställdes votering med omröstningsapparat. Denna omröstning gav följande resultat:,note,train
Ja — 258 Nej — 39 Avstår — 1,note,val
Punkterna 14 och 15 Kammaren biföll vad utskottet i dessa punkter hemställt.,note,train
Nr 159 Fredagen den,note,val
14 december 1973,note,train
Anläggningslag mm.,note,train
167,note,train
framgått helt klart av debatten. Därför kan man inte säga så som Ingvar Carlsson gjorde i sitt huvudanförande.,seg,val
"Låt mig rätta till ytterligare en felaktighet som återkommer i diskussionen. Det är att vi i vårt energialternativ skulle ha mera olja än regeringen, socialdemokraterna eller moderaterna. Så är ju inte fallet. Det räcker med att läsa vår motion för att få reda på det, och den finns tillgänglig också i regeringskansliet.",seg,train
INGVAR CARLSSON (s) kort genmäle:,intro,val
"Herr talman! Till Olof Johansson vill jag bara kort säga att det är viktigt att de som skall delta i folkomröstningen får klart för sig före omröstningen om man menar att vi skall ha kvar kärnkraften i tio år eller om avvecklingen skall gå någorlunda snabbt, på två tre år. Det har en väldig betydelse för hela den omställning som samhället skall genomgå. Det är bra med flexibilitet, men det får vara inom måttliga gränser.",seg,train
"Jag vill återkomma till Birgitta Hambraeus. Det är en sak om regeringen gör sig skyldig till felbedömningar och missgrepn — det har vi anklagat regeringen för. Men det Birgitta Hambraeus inte frågade utan påstod i debatten på Dramaten, det var att kärnkraftsanhängaretablissemanget, dit man måste räkna kärnkraftsföretag och anställda, tjänstemän med tjänstemannaansvar, avsiktligt planerar för en oljekris. Jag tycker fortfarande att en riksdagsledamot som kastar ut en sådan anklagelse måste ha något annat på fötterna än att de små oljebolagen säger att de priser de får ut f. n. ligger för lågt. Det kan rimligen inte vara allt som Birgitta Hambraeus har som bevis för sitt oerhörda påstående. Anledningen till att jag har tagit upp detta är att denna typ av inlägg, gjorda inför en publik som naturligtvis känslomässigt var på Birgitta Hambraeus sida, förgiftar hela den energipolitiska debatten och är väldigt farlig om vi, som Olof Johansson uttryckte det, vill ha en saklig debatt.",seg,train
"Om nu Margaretha af Ugglas säger att man från moderaternas sida känner sig tveksam, men man ställer upp på folkomröstningen. Varför skall då Olof Palme betala kostnaderna? Om moderaterna ställer upp på folkomröstningen skall ni väl också vara med och stå för kostnaderna. Det går litet dåligt ihop för moderaterna på denna punkt. Det beror helt enkelt på att ni hela tiden låter taktiken vara i högsätet i denna oerhört svåra sakfråga.",seg,train
"Vad är det för viktigt som kan komma ut av Harrisburg? Man kan i stället fråga: Varför ges inte amerikanska kärnkraftsreaktorer licenser för att starta efter Harrisburg? Varför har president Carter och kongressen tillsatt en lång rad kommissioner och kommittéer för att undersöka omständigheterna kring Harrisburgolyckan? Jo, därför att nya intressanta fakta kan komma fram. Optimisterna talar om att vi efter detta kan göra kärnkraften säkrare. Pessimisterna säger att kärnkraften är död. Mot den bakgrunden är det väl rimligt med eftertanke? Och varför skulle vi alla dra samma slutsatser av vad som kommer fram vid Harrisburgundersökningarna? Jag kan mycket väl tänka mig att moderaterna kommer att inta en helt annan ståndpunkt i den här frågan och dra helt andra slutsatser av vad som kommer fram vid undersökningarna än vad socialdemokraterna till slut gör.",seg,val
Nr 168 Onsdagen den 6 juni 1979,note,train
"Energipolitiken, m.m.",note,val
75,note,train
Onsdagen den 22 februari 1967,note,train
"avsett, och i varje fall kommer det att medföra orättvisor och snedvridningar av produktionen. Allting talar vidare för att nu gällande system skulle kunna fylla behovet på ett bättre och ändamålsenligare sätt.",seg,train
"Jag kommer därför med den motiveringen, herr talman, att yrka bifall till utskottets förslag, som innebär avslag på propositionen.",seg,train
"Herr JACOBSSON, GöÖSTA, (h):",intro,train
Herr talman! Liksom herr Alexanderson skall jag också i huvudsak inskränka mig till att behandla frågan om investeringsavgiften. Det är flera skäl som föranlett det sammansatta bevillningsoch tredje lagutskottets majoritet att föreslå riksdagen att avslå propositionen. Herr Alexanderson har på ett utmärkt sätt utvecklat majoritetens synpunkter. Jag vill för min del särskilt trycka på ett par ting.,seg,train
"Det ena är konjunkturoch sysselsättningsläget. Jag skulle vilja beteckna den föreslagna investeringsavgiften som en onödig åtgärd, vidtagen vid en felaktig tidpunkt. Att vi under de senaste månaderna haft en konjunkturavmattning och en försämrad sysselsättning, inte minst inom byggfacken, är uppenbart. Jag hänvisar i denna del till de arbetslöshetssiffror som står att läsa i dagens tidningar. Enligt dessa siffror har antalet arbetslösa i byggfacken under den sista månaden visserligen sjunkit med 8000 till 16 000, men det är många nog.",seg,train
"Som en illustration av sysselsättningssituationen kan jag tala om att när vi i hamndirektionen i Malmö, som jag tillhör, i höstas utannonserade en tjänst som ingenjör på byggnadsområdet fick vi två svar. Ingen av de båda sökandena var särskilt kompetent. I dagarna har vi annonserat ut tjänsten på nytt. Vi har fått 40 sökande. Inom en liten bekantskapskrets, som jag har här i Stockholm, saknar en kvalificerad konsult och en arkitekt varje som",seg,train
Nr 8 23,note,train
"Ang. vissa skattepolitiska åtgärder, m. m.",note,train
helst uppdrag. En timmerman och en gsrovarbetare i denna lilla krets går arbetslösa.,seg,train
"Utskottsmajoriteten menar att det i denna situation är felaktigt att ytterligare bygga ut den statliga regleringsapparaten med en investeringsavgift, som närmast är avsedd att vara prohibitiv för den omfattande grupp av oprioriterade byggen, som det här är fråga om. Vi anser med andra ord att några skärpta restriktioner i dag inte är påkallade. Om jag fattat propositionen rätt, är meningen med avgiften visserligen inte att åstadkomma något totalstopp för dessa byggen — men näst intill. Den omständigheten att departementschefen endast räknar med ait genom avgiften på 25 procent få in en miljon kronor till statskassan vittnar ju om att det verkligen varit hans mening att hårt slå till bromsarna, även om det gnisslar i maskineriet.",seg,test
"Meningen med det hela är utan tvekan att till förmån för industrioch bostadsbyggandet stoppa en massa inte oprioriterade byggen över hela landet, som anses mindre angelägna. Man vill genom avgiften också hindra sådana byggen för vilka länsarbetsnämnderna beviljat igångsättningstillstånd eller sådana byggen som man tror hos länsstyrelserna skall få igångsättningstillstånd.",seg,test
"Avgiften får i dagens läge en mycket vittgående och olycklig psykologisk effekt, och jag är rädd för att den kommer att lägga en förlamande hand över planeringen på vidsträckta områden. I denna del verkar avgiften uppenbarligen mycket kraftigare än systemet med igångsättningstillstånd, där de sökande ofta i det längsta lever på hoppet att få tillstånd och därför verkställer sin planläggning.",seg,train
När vi inom majoriteten pekar på att investeringsavgiften kan äventyra den redan hotade sysselsättningen invänder reservanterna ungefär följande. Reservanterna är för all del medvetna om att det för närvarande råder arbetslös-,seg,train
Nr 41.,note,val
Anslag till byggnadsföretag vid jordbruksförsöksanstalten. (Forts.),note,train
32 Onsdagen den 1 juni f. m.,note,test
detta betänkande nödgats förklara sig icke för närvarande kunna tillstyrka någon utvidgning av de redan pågående undersökningarne.,seg,val
"Det finns en hel del andra frågor. Jag skall icke trötta kammaren med att uppräkna dem. Jag vill endast omnämna en fråga av så ofantlig vikt som den kulturtekniska frågan, som visserligen till större delen på grund av bristande tillgång till försöksgårdar, men även på grund av bristande lokalutrymme, för närvarande icke kan upptagas. Jag ber vidare att få fästa uppmärksamheten på en av föreståndaren för husdjursavdelningen, nuvarande statsrådet Nils Hansson, påbörjad undersökning för att få utrett, huruvida man icke skulle kunna inskränka den för landet så dyrbara importen av konstgjorda fodermedel och i stället basera fyllandet av detta behov på den inhemska foderproduktionen. Härvid har man kommit till den punkt, där man måste angripa problemet från andra synpunkter än förut för att få äggviteproblemet närmare utrett, men man saknar nödiga förutsättningar med avseende på de lokala anordningarna.",seg,train
"Då det sålunda här verkligen gäller en i ekonomiskt avseende mycket betydelsefull fråga, så tycker jag, att man måste säga sig, att de statsfinansiella skälen egentligen tala mycket starkt för att man nu skall bifalla jordbruksutskottets förslag, till vilket jag, herr talman, ber att få yrka bifall.",seg,train
Herr Sederholm:,intro,train
"Den andre talaren här i dag har påpekat, att vi icke ha råd till sådana utgifter, som här äro i fråga. Vi måste tänka på budgeten och se till, att vi icke belasta den med utgifter av sådan beskaffenhet, att de icke äro oundgängligen nödvändiga. «Jag menar, att vi här icke bara få se budgeten såsom något fast och oföränderligt, utan vi måste även tänka på att öka skattekraften och bevara den hos de skattedragande inom vårt land.",seg,train
"Jag ber att få fästa uppmärksamheten på att näringslivet i vårt land för närvarande är utsatt för en mycket hård depression, och att dess skattekraft därigenom ock är i hög grad minskad. Det synes mig då vara av allra största vikt att se till, att den skattekraft, som jorden har, verkligen hålles uppe. Förutsättningen härför är givetvis, att jordbruket är så pass bärande, att det kan föda sina brukare och dessutom lämna inkomst över till skatterna. Det är i det syftet, som vissa tullkrav kommit fram från jordbrukarehåll. Dessa ha emellertid avvisats av bevillningsutskottet, och utskottet motiverade det med att: den enda med det nuvarande ekonomiska lägets krav överensstämmande utväg att hjälpa jordbruket ur de nuvarande svårigheterna skulle vara att nedbringa produktionskostnaderna. Det är just från den synpunkten, som det för mig såsom jordbrukare är alldeles påtagligt, att centralanstalten måste hållas i full verksamhet, och att den måste för att kunna fylla de krav, som ställas på anstalten från jordbrukets sida, också erhålla de anslag den behöver. Vi minnas från kristiden, huru det arbete, som då presterades från centralanstaltens sida, var av största betydelse för",seg,train
